sample;Plate;Genotype;Environment;HarvestTimePoint;OD
serialdilution_10;10;NA;NA;NA;0.1852
serialdilution_11;10;NA;NA;NA;0.1438
sample;10;KWS_E;Environment_2;HarvestTimePoint_2;0.5412
sample;10;KWS_B;Environment_2;HarvestTimePoint_2;0.1335
sample;10;KWS_B;Environment_2;HarvestTimePoint_2;0.1232
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;1.2552
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;0.3581
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;0.4524
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;0.2781
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;0.4317
sample;10;KWS_C;Environment_2;HarvestTimePoint_2;2.5778
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;1.6842
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;1.3784
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;0.6097
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;0.8742
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;1.5731
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;0.5735
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;0.4229
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;0.4827
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;0.5825
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;1.9308
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;1.2727
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;1.2955
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;1.597
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;1.4012
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;2.9626
sample;10;KWS_D;Environment_2;HarvestTimePoint_1;0.2135
sample;10;KWS_C;Environment_2;HarvestTimePoint_1;0.3288
sample;10;KWS_C;Environment_2;HarvestTimePoint_1;0.2423
sample;10;KWS_B;Environment_2;HarvestTimePoint_1;0.2325
sample;10;KWS_B;Environment_2;HarvestTimePoint_1;2.0924
sample;10;KWS_B;Environment_2;HarvestTimePoint_1;0.1885
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1233
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1151
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1317
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1248
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1132
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;0.3699
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;1.9243
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;1.0661
sample;10;KWS_E;Environment_2;HarvestTimePoint_1;0.2209
sample;10;KWS_C;Environment_2;HarvestTimePoint_1;0.1388
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1159
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1127
sample;10;KWS_A;Environment_2;HarvestTimePoint_1;0.1708
sample;10;KWS_B;Environment_2;HarvestTimePoint_1;0.2244
sample;10;KWS_B;Environment_2;HarvestTimePoint_1;0.5591
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;0.7312
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;0.5144
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;1.3339
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;0.2292
sample;10;KWS_F;Environment_2;HarvestTimePoint_1;1.0152
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;2.3706
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;0.3907
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;1.2623
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;1.6587
sample;10;KWS_G;Environment_2;HarvestTimePoint_1;1.4542
sample;10;KWS_C;Environment_2;HarvestTimePoint_2;0.1549
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;0.7145
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;0.9425
sample;10;KWS_F;Environment_2;HarvestTimePoint_2;0.1667
sample;10;KWS_B;Environment_2;HarvestTimePoint_2;0.1929
sample;10;KWS_B;Environment_2;HarvestTimePoint_2;0.1712
sample;10;KWS_E;Environment_2;HarvestTimePoint_2;0.6561
sample;10;KWS_E;Environment_2;HarvestTimePoint_2;0.8731
sample;10;KWS_E;Environment_2;HarvestTimePoint_2;0.4816
sample;10;KWS_E;Environment_2;HarvestTimePoint_2;0.724
sample;10;KWS_E;Environment_2;HarvestTimePoint_2;1.3785
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1172
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1249
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1104
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1172
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1259
sample;10;KWS_G;Environment_2;HarvestTimePoint_2;1.2696
sample;10;KWS_G;Environment_2;HarvestTimePoint_2;2.2307
sample;10;KWS_G;Environment_2;HarvestTimePoint_2;2.0339
sample;10;KWS_G;Environment_2;HarvestTimePoint_2;3.3219
sample;10;KWS_G;Environment_2;HarvestTimePoint_2;1.3303
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1223
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1173
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1175
sample;10;KWS_A;Environment_2;HarvestTimePoint_2;0.1226
bc;10;NA;NA;NA;0.1127
bc;10;NA;NA;NA;0.1196
bc;10;NA;NA;NA;0.1539
bc;10;NA;NA;NA;0.1067
serialdilution_0;11;NA;NA;NA;4
serialdilution_1;11;NA;NA;NA;3.4359
serialdilution_2;11;NA;NA;NA;2.7116
serialdilution_3;11;NA;NA;NA;2.0789
serialdilution_4;11;NA;NA;NA;1.3367
serialdilution_5;11;NA;NA;NA;0.908
serialdilution_6;11;NA;NA;NA;0.6196
serialdilution_7;11;NA;NA;NA;0.3988
serialdilution_8;11;NA;NA;NA;0.2697
serialdilution_9;11;NA;NA;NA;0.2608
serialdilution_10;11;NA;NA;NA;0.1646
serialdilution_11;11;NA;NA;NA;0.1438
sample;11;KWS_A;Environment_2;HarvestTimePoint_2;0.1149
sample;11;KWS_B;Environment_2;HarvestTimePoint_2;1.1431
sample;11;KWS_B;Environment_2;HarvestTimePoint_2;0.2596
sample;11;KWS_E;Environment_2;HarvestTimePoint_2;2.9414
sample;11;KWS_E;Environment_2;HarvestTimePoint_2;4
sample;11;KWS_E;Environment_2;HarvestTimePoint_2;2.005
sample;11;KWS_E;Environment_2;HarvestTimePoint_2;1.7577
sample;11;KWS_E;Environment_2;HarvestTimePoint_2;0.4909
sample;11;KWS_G;Environment_2;HarvestTimePoint_2;2.3983
sample;11;KWS_G;Environment_2;HarvestTimePoint_2;1.3234
sample;11;KWS_G;Environment_2;HarvestTimePoint_2;3.5921
sample;11;KWS_G;Environment_2;HarvestTimePoint_2;1.2785
sample;11;KWS_C;Environment_2;HarvestTimePoint_2;0.3809
sample;11;KWS_F;Environment_2;HarvestTimePoint_2;0.3234
sample;11;KWS_F;Environment_2;HarvestTimePoint_2;1.8362
sample;11;KWS_F;Environment_2;HarvestTimePoint_2;0.7722
bc;11;NA;NA;NA;0.112
bc;11;NA;NA;NA;0.1114
bc;11;NA;NA;NA;0.1102
bc;11;NA;NA;NA;0.1105
bc;11;NA;NA;NA;0.111
bc;11;NA;NA;NA;0.1106
bc;11;NA;NA;NA;0.1105
bc;11;NA;NA;NA;0.1107
bc;11;NA;NA;NA;0.113
bc;11;NA;NA;NA;0.1149
bc;11;NA;NA;NA;0.1115
bc;11;NA;NA;NA;0.1104
bc;11;NA;NA;NA;0.1113
bc;11;NA;NA;NA;0.1136
bc;11;NA;NA;NA;0.1103
bc;11;NA;NA;NA;0.11
bc;11;NA;NA;NA;0.1094
bc;11;NA;NA;NA;0.1355
bc;11;NA;NA;NA;0.1115
bc;11;NA;NA;NA;0.1123
bc;11;NA;NA;NA;0.1126
bc;11;NA;NA;NA;0.1447
bc;11;NA;NA;NA;0.1306
bc;11;NA;NA;NA;0.1169
bc;11;NA;NA;NA;0.1272
bc;11;NA;NA;NA;0.1124
bc;11;NA;NA;NA;0.1143
bc;11;NA;NA;NA;0.1089
bc;11;NA;NA;NA;0.1107
bc;11;NA;NA;NA;0.1111
bc;11;NA;NA;NA;0.1099
bc;11;NA;NA;NA;0.1086
bc;11;NA;NA;NA;0.1113
bc;11;NA;NA;NA;0.1301
bc;11;NA;NA;NA;0.1092
bc;11;NA;NA;NA;0.1083
bc;11;NA;NA;NA;0.1239
bc;11;NA;NA;NA;0.1516
bc;11;NA;NA;NA;0.1494
bc;11;NA;NA;NA;0.1091
bc;11;NA;NA;NA;0.1141
bc;11;NA;NA;NA;0.1124
bc;11;NA;NA;NA;0.1167
bc;11;NA;NA;NA;0.1121
bc;11;NA;NA;NA;0.1125
bc;11;NA;NA;NA;0.1105
bc;11;NA;NA;NA;0.1502
bc;11;NA;NA;NA;0.1124
bc;11;NA;NA;NA;0.1247
bc;11;NA;NA;NA;0.1717
bc;11;NA;NA;NA;0.1141
bc;11;NA;NA;NA;0.1192
bc;11;NA;NA;NA;0.1129
bc;11;NA;NA;NA;0.1128
bc;11;NA;NA;NA;0.1125
bc;11;NA;NA;NA;0.112
bc;11;NA;NA;NA;0.2006
bc;11;NA;NA;NA;0.1252
bc;11;NA;NA;NA;0.1105
bc;11;NA;NA;NA;0.1438
bc;11;NA;NA;NA;0.1163
bc;11;NA;NA;NA;0.1255
bc;11;NA;NA;NA;0.1373
bc;11;NA;NA;NA;0.1239
bc;11;NA;NA;NA;0.1126
bc;11;NA;NA;NA;0.1384
bc;11;NA;NA;NA;0.1214
bc;11;NA;NA;NA;0.1222
